,file_path,emotion,emotional_intensity
5230,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_WSI_HAP_XX.wav,happy,2
5231,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TIE_SAD_XX.wav,sad,2
5232,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_FEA_HI.wav,fearful,3
5233,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_DIS_LO.wav,disgust,1
5234,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_DFA_SAD_XX.wav,sad,2
5235,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TSI_SAD_XX.wav,sad,2
5236,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_DFA_HAP_XX.wav,happy,2
5237,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TSI_HAP_XX.wav,happy,2
5238,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_DIS_MD.wav,disgust,2
5239,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_WSI_ANG_XX.wav,angry,2
5240,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_HAP_LO.wav,happy,1
5241,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_DFA_ANG_XX.wav,angry,2
5242,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_WSI_NEU_XX.wav,neutral,2
5243,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_HAP_MD.wav,happy,2
5244,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_FEA_MD.wav,fearful,2
5245,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_FEA_LO.wav,fearful,1
5246,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_ANG_HI.wav,angry,3
5247,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_DFA_FEA_XX.wav,fearful,2
5248,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_WSI_DIS_XX.wav,disgust,2
5249,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_DFA_DIS_XX.wav,disgust,2
5250,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_HAP_HI.wav,happy,3
5251,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_ANG_LO.wav,angry,1
5252,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TSI_DIS_XX.wav,disgust,2
5253,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_NEU_XX.wav,neutral,2
5254,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_DFA_NEU_XX.wav,neutral,2
5255,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_WSI_FEA_XX.wav,fearful,2
5256,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TSI_NEU_XX.wav,neutral,2
5257,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_ANG_MD.wav,angry,2
5258,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TSI_ANG_XX.wav,angry,2
5259,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1052_TSI_FEA_XX.wav,fearful,2
5260,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_DIS_HI.wav,disgust,3
5261,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IOM_HAP_XX.wav,happy,2
5262,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWL_NEU_XX.wav,neutral,2
5263,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITS_FEA_XX.wav,fearful,2
5264,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITS_DIS_XX.wav,disgust,2
5265,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITH_FEA_XX.wav,fearful,2
5266,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITS_SAD_XX.wav,sad,2
5267,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITH_NEU_XX.wav,neutral,2
5268,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWL_HAP_XX.wav,happy,2
5269,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWW_DIS_XX.wav,disgust,2
5270,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWW_ANG_XX.wav,angry,2
5271,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IOM_DIS_XX.wav,disgust,2
5272,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IOM_FEA_XX.wav,fearful,2
5273,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITH_SAD_XX.wav,sad,2
5274,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITH_DIS_XX.wav,disgust,2
5275,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITS_NEU_XX.wav,neutral,2
5276,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITH_ANG_XX.wav,angry,2
5277,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_SAD_LO.wav,sad,1
5278,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IOM_ANG_XX.wav,angry,2
5279,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWL_FEA_XX.wav,fearful,2
5280,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IOM_SAD_XX.wav,sad,2
5281,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_SAD_MD.wav,sad,2
5282,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWL_SAD_XX.wav,sad,2
5283,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWL_DIS_XX.wav,disgust,2
5284,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWL_ANG_XX.wav,angry,2
5285,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITS_HAP_XX.wav,happy,2
5286,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITH_HAP_XX.wav,happy,2
5287,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IOM_NEU_XX.wav,neutral,2
5288,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IEO_SAD_HI.wav,sad,3
5289,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_ITS_ANG_XX.wav,angry,2
5290,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_MTI_DIS_XX.wav,disgust,2
5291,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TIE_HAP_XX.wav,happy,2
5292,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TAI_NEU_XX.wav,neutral,2
5293,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TIE_DIS_XX.wav,disgust,2
5294,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_MTI_SAD_XX.wav,sad,2
5295,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_MTI_NEU_XX.wav,neutral,2
5296,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_MTI_HAP_XX.wav,happy,2
5297,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TAI_SAD_XX.wav,sad,2
5298,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TAI_FEA_XX.wav,fearful,2
5299,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TIE_ANG_XX.wav,angry,2
5300,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWW_HAP_XX.wav,happy,2
5301,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWW_NEU_XX.wav,neutral,2
5302,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWW_SAD_XX.wav,sad,2
5303,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TAI_ANG_XX.wav,angry,2
5304,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_IWW_FEA_XX.wav,fearful,2
5305,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_MTI_FEA_XX.wav,fearful,2
5306,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TAI_DIS_XX.wav,disgust,2
5307,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TAI_HAP_XX.wav,happy,2
5308,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TIE_FEA_XX.wav,fearful,2
5309,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_MTI_ANG_XX.wav,angry,2
5310,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TSI_NEU_XX.wav,neutral,2
5311,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_FEA_MD.wav,fearful,2
5312,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_WSI_FEA_XX.wav,fearful,2
5313,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_ANG_LO.wav,angry,1
5314,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_DFA_DIS_XX.wav,disgust,2
5315,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TSI_SAD_XX.wav,sad,2
5316,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_WSI_ANG_XX.wav,angry,2
5317,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TSI_ANG_XX.wav,angry,2
5318,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_WSI_SAD_XX.wav,sad,2
5319,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_WSI_HAP_XX.wav,happy,2
5320,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_DIS_LO.wav,disgust,1
5321,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_DIS_MD.wav,disgust,2
5322,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TSI_DIS_XX.wav,disgust,2
5323,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_DFA_NEU_XX.wav,neutral,2
5324,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TIE_SAD_XX.wav,sad,2
5325,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_DFA_FEA_XX.wav,fearful,2
5326,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_DIS_HI.wav,disgust,3
5327,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_ANG_HI.wav,angry,3
5328,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_DFA_SAD_XX.wav,sad,2
5329,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TSI_HAP_XX.wav,happy,2
5330,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_WSI_DIS_XX.wav,disgust,2
5331,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TSI_FEA_XX.wav,fearful,2
5332,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_ANG_MD.wav,angry,2
5333,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_FEA_LO.wav,fearful,1
5334,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_TIE_NEU_XX.wav,neutral,2
5335,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_HAP_HI.wav,happy,3
5336,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_DFA_ANG_XX.wav,angry,2
5337,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1053_WSI_NEU_XX.wav,neutral,2
5338,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_FEA_HI.wav,fearful,3
5339,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_DFA_HAP_XX.wav,happy,2
5340,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITS_DIS_XX.wav,disgust,2
5341,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITS_NEU_XX.wav,neutral,2
5342,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_HAP_MD.wav,happy,2
5343,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_SAD_HI.wav,sad,3
5344,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IOM_NEU_XX.wav,neutral,2
5345,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITH_ANG_XX.wav,angry,2
5346,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IOM_DIS_XX.wav,disgust,2
5347,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITS_HAP_XX.wav,happy,2
5348,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITH_NEU_XX.wav,neutral,2
5349,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITS_ANG_XX.wav,angry,2
5350,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITH_SAD_XX.wav,sad,2
5351,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITH_FEA_XX.wav,fearful,2
5352,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IOM_ANG_XX.wav,angry,2
5353,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_HAP_LO.wav,happy,1
5354,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_SAD_MD.wav,sad,2
5355,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IOM_FEA_XX.wav,fearful,2
5356,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITS_FEA_XX.wav,fearful,2
5357,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_NEU_XX.wav,neutral,2
5358,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IOM_HAP_XX.wav,happy,2
5359,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IEO_SAD_LO.wav,sad,1
5360,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IOM_SAD_XX.wav,sad,2
5361,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITH_DIS_XX.wav,disgust,2
5362,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITH_HAP_XX.wav,happy,2
5363,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWL_HAP_XX.wav,happy,2
5364,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWL_ANG_XX.wav,angry,2
5365,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWL_FEA_XX.wav,fearful,2
5366,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWL_DIS_XX.wav,disgust,2
5367,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_ITS_SAD_XX.wav,sad,2
5368,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWW_FEA_XX.wav,fearful,2
5369,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_MTI_ANG_XX.wav,angry,2
5370,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWW_NEU_XX.wav,neutral,2
5371,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TIE_ANG_XX.wav,angry,2
5372,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TAI_SAD_XX.wav,sad,2
5373,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWW_DIS_XX.wav,disgust,2
5374,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWL_SAD_XX.wav,sad,2
5375,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TAI_DIS_XX.wav,disgust,2
5376,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWW_HAP_XX.wav,happy,2
5377,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_MTI_NEU_XX.wav,neutral,2
5378,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_MTI_SAD_XX.wav,sad,2
5379,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWW_ANG_XX.wav,angry,2
5380,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_MTI_DIS_XX.wav,disgust,2
5381,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TIE_DIS_XX.wav,disgust,2
5382,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWW_SAD_XX.wav,sad,2
5383,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TIE_FEA_XX.wav,fearful,2
5384,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TAI_FEA_XX.wav,fearful,2
5385,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_MTI_FEA_XX.wav,fearful,2
5386,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TAI_HAP_XX.wav,happy,2
5387,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TAI_ANG_XX.wav,angry,2
5388,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_IWL_NEU_XX.wav,neutral,2
5389,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TAI_NEU_XX.wav,neutral,2
5390,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TIE_HAP_XX.wav,happy,2
5391,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_MTI_HAP_XX.wav,happy,2
5392,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_DFA_ANG_XX.wav,angry,2
5393,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TIE_SAD_XX.wav,sad,2
5394,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_ANG_LO.wav,angry,1
5395,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_WSI_HAP_XX.wav,happy,2
5396,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_DFA_HAP_XX.wav,happy,2
5397,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TIE_NEU_XX.wav,neutral,2
5398,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TSI_DIS_XX.wav,disgust,2
5399,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TSI_HAP_XX.wav,happy,2
5400,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_DFA_SAD_XX.wav,sad,2
5401,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_DFA_FEA_XX.wav,fearful,2
5402,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_WSI_DIS_XX.wav,disgust,2
5403,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_DFA_DIS_XX.wav,disgust,2
5404,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_WSI_ANG_XX.wav,angry,2
5405,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_DFA_NEU_XX.wav,neutral,2
5406,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_ANG_MD.wav,angry,2
5407,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TSI_SAD_XX.wav,sad,2
5408,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_WSI_FEA_XX.wav,fearful,2
5409,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_DIS_LO.wav,disgust,1
5410,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_DIS_MD.wav,disgust,2
5411,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_WSI_SAD_XX.wav,sad,2
5412,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TSI_FEA_XX.wav,fearful,2
5413,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TSI_ANG_XX.wav,angry,2
5414,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_WSI_NEU_XX.wav,neutral,2
5415,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_DIS_HI.wav,disgust,3
5416,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_ANG_HI.wav,angry,3
5417,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1054_TSI_NEU_XX.wav,neutral,2
5418,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IOM_NEU_XX.wav,neutral,2
5419,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IOM_DIS_XX.wav,disgust,2
5420,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IOM_ANG_XX.wav,angry,2
5421,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IOM_HAP_XX.wav,happy,2
5422,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_ITH_ANG_XX.wav,angry,2
5423,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_ITH_FEA_XX.wav,fearful,2
5424,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_HAP_MD.wav,happy,2
5425,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IOM_SAD_XX.wav,sad,2
5426,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IOM_FEA_XX.wav,fearful,2
5427,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_FEA_LO.wav,fearful,1
5428,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_FEA_MD.wav,fearful,2
5429,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_HAP_HI.wav,happy,3
5430,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_NEU_XX.wav,neutral,2
5431,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_SAD_HI.wav,sad,3
5432,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_ITH_DIS_XX.wav,disgust,2
5433,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_SAD_LO.wav,sad,1
5434,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_ITH_NEU_XX.wav,neutral,2
5435,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_FEA_HI.wav,fearful,3
5436,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_SAD_MD.wav,sad,2
5437,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_ITH_HAP_XX.wav,happy,2
5438,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_IEO_HAP_LO.wav,happy,1
5439,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1055_ITS_HAP_XX.wav,happy,2
5440,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_NEU_XX.wav,neutral,2
5441,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_SAD_LO.wav,sad,1
5442,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_DFA_ANG_XX.wav,angry,2
5443,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_DIS_HI.wav,disgust,3
5444,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_HAP_MD.wav,happy,2
5445,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_FEA_LO.wav,fearful,1
5446,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_FEA_HI.wav,fearful,3
5447,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_DFA_DIS_XX.wav,disgust,2
5448,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_ANG_LO.wav,angry,1
5449,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IOM_ANG_XX.wav,angry,2
5450,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IOM_FEA_XX.wav,fearful,2
5451,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_FEA_MD.wav,fearful,2
5452,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_SAD_MD.wav,sad,2
5453,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1030_WSI_HAP_XX.wav,happy,2
5454,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_DIS_LO.wav,disgust,1
5455,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_HAP_HI.wav,happy,3
5456,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_DIS_MD.wav,disgust,2
5457,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_IEO_HAP_LO.wav,happy,1
5458,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_DFA_SAD_XX.wav,sad,2
5459,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1030_WSI_SAD_XX.wav,sad,2
5460,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1031_DFA_NEU_XX.wav,neutral,2
